,timestamp,GPS_INPUT.sysid,GPS_INPUT.compid,GPS_INPUT.time_usec,GPS_INPUT.gps_id,GPS_INPUT.ignore_flags,GPS_INPUT.time_week_ms,GPS_INPUT.time_week,GPS_INPUT.fix_type,GPS_INPUT.lat,GPS_INPUT.lon,GPS_INPUT.alt,GPS_INPUT.hdop,GPS_INPUT.vdop,GPS_INPUT.vn,GPS_INPUT.ve,GPS_INPUT.vd,GPS_INPUT.speed_accuracy,GPS_INPUT.horiz_accuracy,GPS_INPUT.vert_accuracy,GPS_INPUT.satellites_visible,GPS_INPUT.yaw,GPS_INPUT.lat_deg,GPS_INPUT.lon_deg,GPS_INPUT.rate
2741,1728408051.937,1,220,0,0,185,0,0,3,476195080,-1223628974,0.0,0.6000000238418579,3.823089838027954,0.0,0.0,0.0,0.0,3.823089838027954,0.0,25,32600,47.619508,-122.3628974,3.6503012476920196
2742,1728408052.182,1,220,0,0,185,0,0,3,476195080,-1223628956,0.0,0.6000000238418579,3.823089838027954,0.0,0.0,0.0,0.0,3.823089838027954,0.0,25,32700,47.619508,-122.3628956,3.6596523905051206
2743,1728408052.4269998,1,220,0,0,185,0,0,3,476195080,-1223628956,0.0,0.6000000238418579,3.7872507572174072,0.0,0.0,0.0,0.0,3.7872507572174072,0.0,25,32700,47.619508,-122.3628956,3.649635023793565
2744,1728408052.6929998,1,220,0,0,185,0,0,3,476195030,-1223629054,0.0,0.6000000238418579,3.7872507572174072,0.0,0.0,0.0,0.0,3.7872507572174072,0.0,25,32700,47.619503,-122.3629054,3.6616624663324324
2745,1728408052.995,1,220,0,0,185,0,0,3,476195028,-1223629058,0.0,0.6000000238418579,3.740260124206543,0.0,0.0,0.0,0.0,3.740260124206543,0.0,25,32700,47.6195028,-122.3629058,3.649635023793565
2746,1728408053.21,1,220,0,0,185,0,0,3,476195028,-1223629058,0.0,0.6000000238418579,3.740260124206543,0.0,0.0,0.0,0.0,3.740260124206543,0.0,25,32700,47.6195028,-122.3629058,3.61990943977892
2747,1728408053.4959998,1,220,0,0,185,0,0,3,476195048,-1223629015,0.0,0.6000000238418579,3.7363553047180176,0.0,0.0,0.0,0.0,3.7363553047180176,0.0,25,32600,47.6195048,-122.3629015,3.635702489855292
2748,1728408053.745,1,220,0,0,185,0,0,3,476195048,-1223629015,0.0,0.6000000238418579,3.7363553047180176,0.0,0.0,0.0,0.0,3.7363553047180176,0.0,25,32600,47.6195048,-122.3629015,3.603603634564543
2749,1728408054.06,1,220,0,0,185,0,0,3,476195041,-1223629025,0.0,0.6000000238418579,3.701519012451172,0.0,0.0,0.0,0.0,3.701519012451172,0.0,25,32600,47.6195041,-122.3629025,3.6396723473634096
2750,1728408054.293,1,220,0,0,185,0,0,3,476195041,-1223629025,0.0,0.6000000238418579,3.701519012451172,0.0,0.0,0.0,0.0,3.701519012451172,0.0,25,32600,47.6195041,-122.3629025,3.643650883797114
2751,1728408054.5579998,1,220,0,0,185,0,0,3,476195043,-1223629019,0.0,0.6000000238418579,3.687106132507324,0.0,0.0,0.0,0.0,3.687106132507324,0.0,25,32700,47.6195043,-122.3629019,3.640334938615678
2752,1728408054.8009999,1,220,0,0,185,0,0,3,476195043,-1223629019,0.0,0.6000000238418579,3.687106132507324,0.0,0.0,0.0,0.0,3.687106132507324,0.0,25,32700,47.6195043,-122.3629019,3.6304229027939896
2753,1728408055.0609999,1,220,0,0,185,0,0,3,476195043,-1223629019,0.0,0.6000000238418579,3.687106132507324,0.0,0.0,0.0,0.0,3.687106132507324,0.0,25,32700,47.6195043,-122.3629019,3.6238448643714087
2754,1728408055.5979998,1,220,0,0,185,0,0,3,476195023,-1223629051,0.0,0.6000000238418579,3.9683258533477783,0.0,0.0,0.0,0.0,3.9683258533477783,0.0,25,32700,47.6195023,-122.3629051,3.6277888551574917
2755,1728408055.8609998,1,220,0,0,185,0,0,3,476195023,-1223629051,0.0,0.6000000238418579,3.9683258533477783,0.0,0.0,0.0,0.0,3.9683258533477783,0.0,25,32700,47.6195023,-122.3629051,3.650301088849234
2756,1728408056.149,1,220,0,0,185,0,0,3,476195042,-1223629012,0.0,0.6000000238418579,3.7238121032714844,0.0,0.0,0.0,0.0,3.7238121032714844,0.0,25,32700,47.6195042,-122.3629012,3.6245017049434782
2757,1728408056.365,1,220,0,0,185,0,0,3,476195042,-1223629012,0.0,0.6000000238418579,3.7238121032714844,0.0,0.0,0.0,0.0,3.7238121032714844,0.0,25,32700,47.6195042,-122.3629012,3.6363636363636362
2758,1728408056.689,1,220,0,0,185,0,0,3,476195015,-1223629073,0.0,0.6000000238418579,3.600703716278076,0.0,0.0,0.0,0.0,3.600703716278076,0.0,25,32700,47.6195015,-122.3629073,3.625158627008024
2759,1728408056.899,1,220,0,0,185,0,0,3,476195023,-1223629063,0.0,0.6000000238418579,3.563506841659546,0.0,0.0,0.0,0.0,3.563506841659546,0.0,25,32799,47.6195023,-122.3629063,3.650301088849234
2760,1728408057.152,1,220,0,0,185,0,0,3,476195023,-1223629063,0.0,0.6000000238418579,3.563506841659546,0.0,0.0,0.0,0.0,3.563506841659546,0.0,25,32799,47.6195023,-122.3629063,3.6416606870284185
2761,1728408057.431,1,220,0,0,185,0,0,3,476194998,-1223629119,0.0,0.6000000238418579,3.4646694660186768,0.0,0.0,0.0,0.0,3.4646694660186768,0.0,26,32900,47.6194998,-122.3629119,3.6370248656830646
2762,1728408057.691,1,220,0,0,185,0,0,3,476194998,-1223629119,0.0,0.6000000238418579,3.4646694660186768,0.0,0.0,0.0,0.0,3.4646694660186768,0.0,26,32900,47.6194998,-122.3629119,3.6304229027939896
2763,1728408057.9459999,1,220,0,0,185,0,0,3,476195011,-1223629093,0.0,0.6000000238418579,3.3864481449127197,0.0,0.0,0.0,0.0,3.3864481449127197,0.0,26,32900,47.6195011,-122.3629093,3.61990943977892
2764,1728408058.2059999,1,220,0,0,185,0,0,3,476195011,-1223629093,0.0,0.6000000238418579,3.3864481449127197,0.0,0.0,0.0,0.0,3.3864481449127197,0.0,26,32900,47.6195011,-122.3629093,3.6317412829049123
2765,1728408058.474,1,220,0,0,185,0,0,3,476195013,-1223629093,0.0,0.6000000238418579,3.3243560791015625,0.0,0.0,0.0,0.0,3.3243560791015625,0.0,26,32799,47.6195013,-122.3629093,3.6456434155099497
2766,1728408058.728,1,220,0,0,185,0,0,3,476195013,-1223629093,0.0,0.6000000238418579,3.3243560791015625,0.0,0.0,0.0,0.0,3.3243560791015625,0.0,26,32799,47.6195013,-122.3629093,3.651634107534223
2767,1728408058.9959998,1,220,0,0,185,0,0,3,476195022,-1223629069,0.0,0.6000000238418579,3.3042004108428955,0.0,0.0,0.0,0.0,3.3042004108428955,0.0,26,32799,47.6195022,-122.3629069,3.6114121479392054
2768,1728408059.2619998,1,220,0,0,185,0,0,3,476195022,-1223629069,0.0,0.6000000238418579,3.3042004108428955,0.0,0.0,0.0,0.0,3.3042004108428955,0.0,26,32799,47.6195022,-122.3629069,3.6697247385346583
2769,1728408059.539,1,220,0,0,185,0,0,3,476194987,-1223629142,0.0,0.6000000238418579,3.269134759902954,0.0,0.0,0.0,0.0,3.269134759902954,0.0,26,32900,47.6194987,-122.3629142,3.6172906206028235
2770,1728408059.7849998,1,220,0,0,185,0,0,3,476194987,-1223629142,0.0,0.6000000238418579,3.269134759902954,0.0,0.0,0.0,0.0,3.269134759902954,0.0,26,32900,47.6194987,-122.3629142,3.6172906206028235
