,timestamp,VISION_POSITION_DELTA.sysid,VISION_POSITION_DELTA.compid,VISION_POSITION_DELTA.time_usec,VISION_POSITION_DELTA.time_delta_usec,VISION_POSITION_DELTA.confidence,VISION_POSITION_DELTA.roll_delta,VISION_POSITION_DELTA.pitch_delta,VISION_POSITION_DELTA.yaw_delta,VISION_POSITION_DELTA.x_delta,VISION_POSITION_DELTA.y_delta,VISION_POSITION_DELTA.z_delta,VISION_POSITION_DELTA.roll,VISION_POSITION_DELTA.pitch,VISION_POSITION_DELTA.yaw,VISION_POSITION_DELTA.x,VISION_POSITION_DELTA.y,VISION_POSITION_DELTA.z,VISION_POSITION_DELTA.rate
0,1728407259.142,255,0,0,110644,99.93724822998047,-0.0017037696670740843,0.007794434670358896,0.0030899194534868,0.002757806098088622,0.00014943179849069566,0.005119172390550375,359.9982962303329,0.007794434670358896,0.0030899194534868,0.002757806098088622,0.00014943179849069566,0.005119172390550375,9.337069374472824
1,1728407259.274,255,0,0,107578,99.92931365966797,0.0,0.0,0.0,0.0024950189981609583,0.00017093381029553711,0.0052458918653428555,359.9982962303329,0.007794434670358896,0.0030899194534868,0.00525282509624958,0.00032036560878623277,0.01036506425589323,9.251472670992156
2,1728407259.3869998,255,0,0,110805,99.92830657958984,0.0011984693119302392,0.0014495823998004198,0.007338335737586021,0.0022178723011165857,0.00026773245190270245,0.005862925201654434,359.99949469964486,0.009244017070159316,0.010428255191072822,0.007470697397366166,0.0005880980606889352,0.016227989457547665,8.438818972888688
3,1728407259.48,255,0,0,105393,99.93207550048828,0.0,0.0,0.0,0.0021621102932840586,0.00012990421964786947,0.006091689225286245,359.99949469964486,0.009244017070159316,0.010428255191072822,0.009632807690650225,0.0007180022803368047,0.02231967868283391,9.040334024769336
4,1728407259.5879998,255,0,0,105182,99.90275573730469,0.0015926703345030546,-0.003893639426678419,0.007311710622161627,0.0026621806900948286,-0.00026754618738777936,0.006311770528554916,0.0010873699793592095,0.005350377643480897,0.01773996581323445,0.012294988380745053,0.00045045609294902533,0.028631449211388826,9.345794975606658
5,1728407259.699,255,0,0,105952,99.92947387695312,0.0,0.0,0.0,0.0029377557802945375,-0.0005831099115312099,0.0063272700645029545,0.0010873699793592095,0.005350377643480897,0.01773996581323445,0.01523274416103959,-0.0001326538185821846,0.03495871927589178,9.345794281459888
6,1728407259.814,255,0,0,111258,99.9234390258789,0.001953310100361705,-0.00950298085808754,0.0010005071526393294,0.0036242303904145956,-0.000753691652789712,0.006369495298713446,0.0030406800797209144,359.9958473967854,0.018740472965873778,0.018856974551454186,-0.0008863454713718966,0.041328214574605227,9.296920632101559
7,1728407259.8969998,255,0,0,103808,99.93122863769531,0.0,0.0,0.0,0.003847248386591673,-0.0006520641618408263,0.0056205266155302525,0.0030406800797209144,359.9958473967854,0.018740472965873778,0.02270422293804586,-0.0015384096332127228,0.04694874119013548,9.34579436312421
8,1728407260.037,255,0,0,108355,99.92378997802734,0.002021316671743989,-0.008901325054466724,-0.0034825121983885765,0.00399357732385397,-0.0007928027771413326,0.005568009335547686,0.005061996751464903,359.9869460717309,0.015257960767485201,0.02669780026189983,-0.0023312124103540555,0.052516750525683165,9.268795475399548
9,1728407260.126,255,0,0,107945,99.92189025878906,0.0,0.0,0.0,0.003982382360845804,-0.000864116009324789,0.005224514752626419,0.005061996751464903,359.9869460717309,0.015257960767485201,0.030680182622745633,-0.0031953284196788445,0.057741265278309584,9.272815895595702
10,1728407260.2129998,255,0,0,103455,99.9201889038086,0.0018890915671363473,-0.007117007859051228,-0.005247284658253193,0.004788093268871307,-0.0007146633579395711,0.005031396169215441,0.006951088318601251,359.9798290638719,0.010010676109232008,0.03546827589161694,-0.003909991777618416,0.06277266144752502,9.33271164267072
11,1728407260.3309999,255,0,0,108798,99.88847351074219,0.0,0.0,0.0,0.005909532308578491,-0.0005118055269122124,0.005724266637116671,0.006951088318601251,359.9798290638719,0.010010676109232008,0.04137780820019543,-0.004421797304530628,0.0684969280846417,9.451796122362818
12,1728407260.564,255,0,0,105250,99.93709564208984,0.002669502515345812,-0.0018942035967484117,-0.005805812310427427,0.005434808321297169,-2.613000469864346e-05,0.005317826755344868,0.009620590833947062,359.9779348602751,0.004204863798804581,0.0468126165214926,-0.0044479273092292715,0.07381475483998656,9.438414533294779
13,1728407260.58,255,0,0,104929,99.94775390625,0.0,0.0,0.0,0.0053652385249733925,-4.035676101921126e-05,0.005031953100115061,0.009620590833947062,359.9779348602751,0.004204863798804581,0.05217785504646599,-0.004488284070248483,0.07884670794010162,9.319664889674186
14,1728407260.6399999,255,0,0,105209,99.91918182373047,6.524572381749749e-05,-0.0046785082668066025,-0.005490970332175493,0.005021460819989443,-3.937113069696352e-05,0.004831704776734114,0.00968583655776456,359.9732563520083,359.99871389346663,0.057199315866455436,-0.004527655200945446,0.08367841271683574,9.337067295919503
15,1728407260.747,255,0,0,106870,99.8885726928711,0.0,0.0,0.0,0.004535150248557329,0.00010902058420469984,0.004814763553440571,0.00968583655776456,359.9732563520083,359.99871389346663,0.061734466115012765,-0.004418634616740746,0.08849317627027631,9.345793934386542
